"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
8.484955530E-1,9.150000215E-1,1.069950104E0,9.892950058E0,9.992621233E0
8.509613220E-1,9.030000567E-1,1.069950104E0,9.900000572E0,9.998510572E0
8.534271690E-1,9.220500588E-1,1.038000107E0,9.955050468E0,1.005140042E1
8.558924130E-1,9.010500312E-1,1.113000035E0,9.943050385E0,1.004564140E1
8.583582600E-1,8.959500194E-1,1.081950068E0,9.919050217E0,1.001802873E1
8.608234900E-1,9.100500345E-1,1.050000072E0,9.891000748E0,9.988122296E0
8.632890290E-1,9.079500437E-1,1.054949999E0,9.891000748E0,9.988452762E0
8.657545670E-1,9.240000248E-1,1.089000106E0,9.964950562E0,1.006677391E1
8.682201060E-1,9.319500327E-1,1.105949998E0,9.916950226E0,1.002185402E1
8.706857210E-1,9.169500470E-1,1.149000049E0,9.883950233E0,9.992670850E0
8.731512600E-1,8.980500698E-1,1.110000014E0,9.931050301E0,1.003316271E1
8.756164900E-1,9.409500360E-1,1.066950083E0,9.958050728E0,1.005915224E1
8.780820290E-1,9.289500713E-1,1.101000071E0,9.976950645E0,1.008041138E1
8.805477880E-1,9.460500479E-1,1.105949998E0,9.922050476E0,1.002822127E1
8.830136340E-1,9.270000458E-1,1.066950083E0,9.928950310E0,1.002904611E1
8.854794800E-1,9.100500345E-1,1.065000057E0,9.924000740E0,1.002238529E1
8.879447880E-1,8.959500194E-1,1.084050059E0,9.922050476E0,1.002122630E1
8.904105570E-1,8.910000324E-1,1.090950012E0,9.939000130E0,1.003831542E1
8.928758610E-1,8.929500580E-1,1.122000098E0,9.928950310E0,1.003196383E1
8.953416300E-1,9.030000567E-1,1.054949999E0,9.892950058E0,9.989934407E0
8.978074760E-1,8.980500698E-1,1.105949998E0,9.936000824E0,1.003761584E1
9.002730150E-1,9.199500680E-1,1.093950033E0,9.910050392E0,1.001259874E1
9.027385530E-1,9.199500680E-1,1.066950083E0,9.927000046E0,1.002646600E1
9.052037880E-1,9.199500680E-1,1.102950096E0,9.844950676E0,9.949163827E0
9.076693270E-1,8.959500194E-1,1.114950061E0,9.915000916E0,1.001763861E1
9.101346340E-1,9.480000734E-1,1.093950033E0,9.931050301E0,1.003599476E1
9.126000960E-1,9.220500588E-1,1.102950096E0,9.883950233E0,9.987950112E0
9.150657110E-1,9.220500588E-1,1.086000085E0,9.934050560E0,1.003568299E1
9.175312550E-1,9.360000491E-1,1.102950096E0,9.934050560E0,1.003882242E1
9.199967930E-1,9.150000215E-1,1.102950096E0,9.922050476E0,1.002500921E1
9.224625620E-1,9.030000567E-1,1.098000050E0,9.939000130E0,1.004015621E1
9.249278700E-1,9.240000248E-1,1.153050065E0,9.919050217E0,1.002850227E1
9.273936390E-1,9.220500588E-1,1.134000063E0,9.910050392E0,1.001724669E1
9.298591830E-1,8.980500698E-1,1.141050100E0,9.927000046E0,1.003263770E1
9.323247210E-1,9.240000248E-1,1.086000085E0,9.919050217E0,1.002101439E1
9.347905670E-1,9.559500217E-1,1.138950109E0,9.919050217E0,1.002988559E1
9.372561060E-1,9.799500704E-1,1.102950096E0,9.924000740E0,1.003307489E1
9.397217210E-1,9.010500312E-1,1.089000106E0,9.924000740E0,1.002415099E1
9.421871680E-1,9.199500680E-1,1.081950068E0,9.940950394E0,1.004188323E1
9.446527060E-1,9.460500479E-1,1.077000022E0,9.955050468E0,1.005773183E1
9.471186290E-1,9.460500479E-1,1.048050046E0,9.904950142E0,1.000507156E1
9.495841680E-1,9.199500680E-1,1.072050095E0,9.907050133E0,1.000725946E1
9.520497060E-1,9.240000248E-1,1.024049997E0,9.927000046E0,1.002236421E1
9.545151920E-1,9.240000248E-1,1.129050016E0,9.948000908E0,1.005441456E1
9.569805000E-1,9.100500345E-1,1.102950096E0,9.936000824E0,1.003836652E1
9.594460380E-1,9.079500437E-1,1.065000057E0,9.940950394E0,1.003897869E1
9.619115000E-1,9.120000601E-1,1.084050059E0,9.907050133E0,1.000782449E1
9.643771150E-1,9.049500227E-1,1.105949998E0,9.910050392E0,1.001255006E1
9.668426530E-1,9.580500722E-1,1.084050059E0,9.904950142E0,1.001004804E1
9.693084230E-1,9.240000248E-1,1.057950020E0,9.898050308E0,9.997221324E0
9.717737300E-1,8.910000324E-1,1.089000106E0,9.867000580E0,9.966820091E0
9.742392690E-1,8.860500455E-1,1.081950068E0,9.859950066E0,9.958630224E0
9.767048070E-1,9.169500470E-1,1.114950061E0,9.958050728E0,1.006214119E1
9.791700290E-1,9.010500312E-1,1.093950033E0,9.955050468E0,1.005542877E1
9.816354910E-1,9.390000701E-1,1.096050024E0,9.931050301E0,1.003537776E1
9.841007980E-1,9.120000601E-1,1.081950068E0,9.924000740E0,1.002437782E1
9.865662600E-1,8.910000324E-1,1.105949998E0,9.946050644E0,1.004693634E1
9.890317980E-1,9.199500680E-1,1.090950012E0,9.928950310E0,1.003097873E1
9.914971150E-1,9.390000701E-1,1.117050052E0,9.903000832E0,1.000994243E1
9.939623460E-1,9.030000567E-1,1.098000050E0,9.912000656E0,1.001342949E1
9.964278070E-1,9.240000248E-1,1.057950020E0,9.912000656E0,1.001103348E1
9.988931150E-1,9.360000491E-1,1.090950012E0,9.927000046E0,1.003053328E1
1.001358653E0,9.289500713E-1,1.126950026E0,9.910050392E0,1.001708857E1
1.003824115E0,9.220500588E-1,1.078950047E0,9.927000046E0,1.002794293E1
1.006289346E0,9.240000248E-1,1.024049997E0,9.916950226E0,1.001241011E1
1.008754961E0,9.340500236E-1,1.072050095E0,9.948000908E0,1.004910259E1
1.011220423E0,9.240000248E-1,1.134000063E0,9.927000046E0,1.003419464E1
1.013686038E0,9.169500470E-1,1.077000022E0,9.868950844E0,9.969800258E0
1.016151870E0,8.980500698E-1,1.057950020E0,9.888000488E0,9.984903897E0
1.018617332E0,8.620500565E-1,1.072050095E0,9.852000237E0,9.947579121E0
1.021082870E0,8.929500580E-1,1.105949998E0,9.855000496E0,9.956983478E0
1.023547870E0,9.319500327E-1,1.120050073E0,9.912000656E0,1.001852285E1
1.026013332E0,9.390000701E-1,1.110000014E0,9.850050926E0,9.956772791E0
1.028478650E0,9.270000458E-1,1.090950012E0,9.876000404E0,9.979222665E0
1.030944419E0,8.980500698E-1,1.081950068E0,9.931050301E0,1.003009820E1
1.033410034E0,9.289500713E-1,1.074000001E0,9.903000832E0,1.000429156E1
1.035875265E0,9.700500369E-1,1.102950096E0,9.847950935E0,9.956888752E0
1.038340726E0,9.049500227E-1,1.086000085E0,9.927000046E0,1.002714619E1
1.040806265E0,9.270000458E-1,1.077000022E0,9.915000916E0,1.001631176E1
1.043271803E0,9.460500479E-1,1.101000071E0,9.928950310E0,1.003450378E1
1.045737342E0,9.529500604E-1,1.060050011E0,9.928950310E0,1.003074644E1
1.048202650E0,9.240000248E-1,1.048050046E0,9.916950226E0,1.001489325E1
1.050668188E0,8.860500455E-1,1.077000022E0,9.927000046E0,1.002448720E1
1.053133640E0,8.959500194E-1,1.081950068E0,9.960000038E0,1.005857560E1
1.055598947E0,8.910000324E-1,1.089000106E0,9.919050217E0,1.001835114E1
1.058064717E0,9.010500312E-1,1.110000014E0,9.922050476E0,1.002452377E1
1.060530024E0,8.860500455E-1,1.086000085E0,9.874050140E0,9.973030986E0
1.062995793E0,9.340500236E-1,1.066950083E0,9.907050133E0,1.000802050E1
1.065461640E0,9.079500437E-1,1.066950083E0,9.943050385E0,1.004126519E1
1.067927178E0,8.929500580E-1,1.138950109E0,9.936000824E0,1.004085054E1
1.070392793E0,9.409500360E-1,1.141050100E0,9.924000740E0,1.003360219E1
1.072858332E0,9.100500345E-1,1.108050108E0,9.927000046E0,1.003001974E1
1.075323486E0,9.220500588E-1,1.108050108E0,9.912000656E0,1.001627218E1
1.077789019E0,9.630000591E-1,1.069950104E0,9.928950310E0,1.003275718E1
1.080254327E0,9.100500345E-1,1.098000050E0,9.876000404E0,9.978435707E0
1.082720096E0,9.169500470E-1,1.078950047E0,9.910050392E0,1.001069575E1
1.085185712E0,9.529500604E-1,1.096050024E0,9.922050476E0,1.002778765E1
1.087651173E0,9.199500680E-1,1.174950004E0,9.910050392E0,1.002177202E1
1.090116712E0,8.890500665E-1,1.114950061E0,9.975000381E0,1.007641584E1
1.092582019E0,8.910000324E-1,1.101000071E0,9.931050301E0,1.003154237E1
1.095047789E0,9.150000215E-1,1.113000035E0,9.907050133E0,1.001127547E1
1.097513327E0,9.289500713E-1,1.108050108E0,9.936000824E0,1.004065912E1
1.099978942E0,9.120000601E-1,1.054949999E0,9.975000381E0,1.007200557E1
1.102444770E0,9.030000567E-1,1.069950104E0,9.915000916E0,1.001336335E1
1.104910308E0,9.199500680E-1,1.053000093E0,9.874050140E0,9.972561531E0
1.107376077E0,9.289500713E-1,1.053000093E0,9.922050476E0,1.002092027E1
1.109841693E0,8.959500194E-1,1.060050011E0,9.985950470E0,1.008194620E1
1.112307154E0,8.980500698E-1,1.101000071E0,9.967050552E0,1.006780968E1
1.114772784E0,8.929500580E-1,1.089000106E0,9.912000656E0,1.001154524E1
1.117238245E0,9.150000215E-1,1.030950069E0,9.910050392E0,1.000545760E1
1.119703784E0,9.340500236E-1,1.114950061E0,9.952950478E0,1.005866722E1
1.122169399E0,9.480000734E-1,1.096050024E0,9.898050308E0,1.000357085E1
1.124634937E0,9.409500360E-1,1.117050052E0,9.888000488E0,9.995285961E0
1.127100491E0,9.010500312E-1,1.074000001E0,9.874050140E0,9.973075420E0
1.129566029E0,9.079500437E-1,1.120050073E0,9.907050133E0,1.001141987E1
1.132031568E0,9.199500680E-1,1.090950012E0,9.910050392E0,1.001227141E1
1.134497414E0,9.169500470E-1,1.045950055E0,9.958050728E0,1.005472939E1
1.136962876E0,9.199500680E-1,1.084050059E0,9.888000488E0,9.989696007E0
1.139428481E0,9.199500680E-1,1.117050052E0,9.936000824E0,1.004082772E1
1.141893943E0,9.820500612E-1,1.096050024E0,9.943050385E0,1.005136801E1
1.144359481E0,9.100500345E-1,1.053000093E0,9.895050049E0,9.992447935E0
1.146825096E0,9.240000248E-1,1.105949998E0,9.883950233E0,9.988462027E0
1.149290635E0,9.150000215E-1,1.029000044E0,9.912000656E0,1.000718857E1
1.151756467E0,9.120000601E-1,1.102950096E0,9.903000832E0,1.000588170E1
1.154221929E0,9.510000348E-1,1.096050024E0,9.934050560E0,1.003947644E1
1.156687467E0,9.169500470E-1,1.077000022E0,1.000305080E1,1.010256165E1
1.159153390E0,9.289500713E-1,1.065000057E0,9.948000908E0,1.004788015E1
1.161618929E0,9.409500360E-1,1.108050108E0,9.946050644E0,1.005172052E1
1.164084756E0,9.150000215E-1,1.105949998E0,9.903000832E0,1.000648669E1
1.166550525E0,9.360000491E-1,1.093950033E0,9.919050217E0,1.002299257E1
1.169016063E0,9.510000348E-1,1.086000085E0,9.927000046E0,1.003140704E1
1.171481679E0,9.030000567E-1,1.074000001E0,9.904950142E0,1.000384538E1
1.173947448E0,9.220500588E-1,1.042950034E0,9.982050896E0,1.007865374E1
1.176413294E0,9.049500227E-1,1.105949998E0,9.967050552E0,1.006896999E1
1.178879140E0,9.460500479E-1,1.066950083E0,9.907050133E0,1.000914759E1
1.181344987E0,9.480000734E-1,1.077000022E0,9.951000214E0,1.005390663E1
1.183811140E0,9.120000601E-1,1.110000014E0,9.922050476E0,1.002551394E1
1.186276448E0,9.100500345E-1,1.105949998E0,9.898050308E0,1.000113575E1
1.188741977E0,9.649500251E-1,1.093950033E0,9.946050644E0,1.005245137E1
1.191207515E0,9.340500236E-1,1.098000050E0,9.876000404E0,9.980653162E0
1.193673053E0,9.150000215E-1,1.120050073E0,9.912000656E0,1.001696033E1
1.196138900E0,9.409500360E-1,1.105949998E0,9.931050301E0,1.003664647E1
1.198604438E0,9.409500360E-1,1.084050059E0,9.922050476E0,1.002534973E1
1.201070217E0,9.460500479E-1,1.066950083E0,9.883950233E0,9.986283863E0
1.203535756E0,9.030000567E-1,1.102950096E0,9.900000572E0,1.000209575E1
1.206001294E0,9.289500713E-1,1.105949998E0,9.891000748E0,9.995897630E0
1.208466910E0,8.809500337E-1,1.060050011E0,9.871950150E0,9.967706795E0
1.210932371E0,8.770500422E-1,1.114950061E0,9.936000824E0,1.003675459E1
1.213397987E0,9.390000701E-1,1.084050059E0,9.910050392E0,1.001329039E1
1.215863525E0,9.409500360E-1,1.069950104E0,9.900000572E0,1.000200937E1
1.218328987E0,9.559500217E-1,1.086000085E0,9.900000572E0,1.000516107E1
1.220794602E0,9.409500360E-1,1.096050024E0,9.922050476E0,1.002665439E1
1.223260064E0,9.120000601E-1,1.102950096E0,9.970050812E0,1.007224683E1
1.225725679E0,8.770500422E-1,1.093950033E0,9.903000832E0,1.000176829E1
1.228191217E0,8.980500698E-1,1.122000098E0,9.895050049E0,9.998869617E0
1.230656679E0,9.270000458E-1,1.102950096E0,9.951000214E0,1.005476172E1
1.233122294E0,9.600000381E-1,1.050000072E0,9.883950233E0,9.985818566E0
1.235587756E0,9.289500713E-1,1.066950083E0,9.903000832E0,1.000353718E1
1.238053299E0,9.340500236E-1,1.113000035E0,9.903000832E0,1.000902812E1
1.240518838E0,9.169500470E-1,1.084050059E0,9.898050308E0,9.999368071E0
1.242984146E0,9.270000458E-1,1.110000014E0,9.960000038E0,1.006444384E1
1.245449915E0,9.220500588E-1,1.060050011E0,9.919050217E0,1.001805568E1
1.247915530E0,9.150000215E-1,1.086000085E0,9.903000832E0,1.000430141E1
1.250381308E0,9.529500604E-1,1.072050095E0,9.868950844E0,9.972642377E0
1.252846924E0,9.360000491E-1,1.065000057E0,9.915000916E0,1.001586563E1
1.255312155E0,8.980500698E-1,1.081950068E0,9.900000572E0,9.999356040E0
1.257777693E0,9.150000215E-1,1.069950104E0,9.883950233E0,9.983711258E0
1.260242924E0,9.199500680E-1,1.050000072E0,9.936000824E0,1.003358962E1
1.262708693E0,9.150000215E-1,1.074000001E0,9.958050728E0,1.005750841E1
1.265174231E0,9.199500680E-1,1.134000063E0,9.862050056E0,9.969568475E0
1.267639539E0,9.319500327E-1,1.102950096E0,9.898050308E0,1.000282109E1
1.270105078E0,8.929500580E-1,1.129050016E0,9.927000046E0,1.003082467E1
1.272570539E0,9.100500345E-1,1.084050059E0,9.892950058E0,9.993688831E0
1.275035852E0,8.910000324E-1,1.110000014E0,9.910050392E0,1.001174709E1
1.277501390E0,8.910000324E-1,1.120050073E0,9.931050301E0,1.003365105E1
1.279966929E0,9.340500236E-1,1.108050108E0,9.928950310E0,1.003415561E1
1.282432698E0,9.010500312E-1,1.057950020E0,9.907050133E0,1.000403877E1
1.284898006E0,9.120000601E-1,1.102950096E0,9.939000130E0,1.004151217E1
1.287363237E0,9.030000567E-1,1.084050059E0,9.952950478E0,1.005245228E1
1.289828775E0,9.439500570E-1,1.096050024E0,9.958050728E0,1.006256139E1
1.292294006E0,9.360000491E-1,1.096050024E0,9.903000832E0,1.000733967E1
1.294759467E0,9.150000215E-1,1.081950068E0,9.859950066E0,9.961247727E0
1.297225083E0,9.270000458E-1,1.105949998E0,9.904950142E0,1.000952006E1
1.299690530E0,9.340500236E-1,1.132050037E0,9.880950928E0,9.989353231E0
1.302156069E0,9.199500680E-1,1.132050037E0,9.883950233E0,9.991011842E0
1.304621300E0,8.929500580E-1,1.102950096E0,9.892950058E0,9.994214305E0
1.307086915E0,9.649500251E-1,1.089000106E0,9.907050133E0,1.001332573E1
1.309552376E0,9.319500327E-1,1.137000084E0,9.912000656E0,1.002043198E1
1.312017684E0,9.079500437E-1,1.114950061E0,9.900000572E0,1.000387416E1
1.314483530E0,9.340500236E-1,1.084050059E0,9.895050049E0,9.997981269E0
1.316949069E0,9.010500312E-1,1.081950068E0,9.903000832E0,1.000259629E1
1.319414838E0,9.240000248E-1,1.101000071E0,9.916950226E0,1.002057279E1
1.321880146E0,9.340500236E-1,1.114950061E0,9.919050217E0,1.002512445E1
1.324345664E0,9.340500236E-1,1.108050108E0,9.898050308E0,1.000358058E1
1.326811203E0,9.319500327E-1,1.081950068E0,9.919050217E0,1.002131249E1
1.329276664E0,9.439500570E-1,1.113000035E0,9.912000656E0,1.001886060E1
1.331742203E0,8.809500337E-1,1.084050059E0,9.919050217E0,1.001692541E1
1.334207741E0,9.439500570E-1,1.108050108E0,9.904950142E0,1.001133628E1
1.336672972E0,9.439500570E-1,1.098000050E0,9.871950150E0,9.977577139E0
1.339138510E0,9.049500227E-1,1.030950069E0,9.883950233E0,9.978690536E0
1.341603741E0,9.580500722E-1,1.084050059E0,9.922050476E0,1.002696914E1
1.344069049E0,9.529500604E-1,1.101000071E0,9.964950562E0,1.007077726E1
1.346534587E0,9.199500680E-1,1.057950020E0,9.912000656E0,1.001066049E1
1.349000054E0,9.100500345E-1,1.062000036E0,9.985950470E0,1.008341420E1
1.351465362E0,9.199500680E-1,1.090950012E0,9.960000038E0,1.006171361E1
1.353931131E0,9.199500680E-1,1.093950033E0,9.940950394E0,1.004318324E1
1.356396362E0,9.100500345E-1,1.101000071E0,9.931050301E0,1.003325233E1
1.358861669E0,9.460500479E-1,1.077000022E0,9.895050049E0,9.998347624E0
1.361327213E0,9.100500345E-1,1.086000085E0,9.912000656E0,1.001275907E1
1.363792751E0,9.049500227E-1,1.062000036E0,9.994050026E0,1.009097689E1
1.366258520E0,9.289500713E-1,1.069950104E0,9.970050812E0,1.007023608E1
1.368723751E0,9.460500479E-1,1.066950083E0,9.931050301E0,1.003290353E1
1.371189059E0,9.079500437E-1,1.084050059E0,9.903000832E0,1.000344757E1
1.373654222E0,9.049500227E-1,1.078950047E0,9.931050301E0,1.003039520E1
1.376119529E0,8.599500656E-1,1.125000000E0,9.922050476E0,1.002258573E1
1.378585299E0,8.530500531E-1,1.102950096E0,9.892950058E0,9.990728410E0
1.381050606E0,8.929500580E-1,1.041000009E0,9.886050224E0,9.980732932E0
1.383516145E0,9.439500570E-1,1.053000093E0,9.891000748E0,9.991583793E0
1.385981367E0,9.580500722E-1,1.048050046E0,9.910050392E0,1.001126204E1
1.388446828E0,9.120000601E-1,1.074000001E0,9.900000572E0,9.999761569E0
1.390912059E0,8.839500546E-1,1.089000106E0,9.838050842E0,9.937531550E0
1.393377367E0,9.199500680E-1,1.086000085E0,9.928950310E0,1.003044159E1
1.395842905E0,9.150000215E-1,1.072050095E0,9.939000130E0,1.003843813E1
1.398308750E0,8.650500178E-1,1.072050095E0,9.924000740E0,1.001915134E1
1.400774289E0,9.169500470E-1,1.156050086E0,9.951000214E0,1.005980390E1
1.403240058E0,9.169500470E-1,1.126950026E0,9.946050644E0,1.005160371E1
1.405705289E0,9.199500680E-1,1.077000022E0,9.979050636E0,1.007907182E1
1.408170904E0,9.390000701E-1,1.065000057E0,9.904950142E0,1.000619726E1
1.410636371E0,8.980500698E-1,1.089000106E0,9.931050301E0,1.003086114E1
1.413101909E0,9.120000601E-1,1.102950096E0,9.928950310E0,1.003156505E1
1.415567448E0,9.270000458E-1,1.126950026E0,9.967050552E0,1.007330344E1
1.418032755E0,9.010500312E-1,1.098000050E0,9.948000908E0,1.004889135E1
1.420498217E0,9.360000491E-1,1.105949998E0,9.934050560E0,1.003915246E1
1.422963823E0,9.120000601E-1,1.077000022E0,9.895050049E0,9.995183271E0
1.425429285E0,8.980500698E-1,1.057950020E0,9.876000404E0,9.973020413E0
1.427894592E0,9.120000601E-1,1.117050052E0,9.900000572E0,1.000447681E1
1.430360362E0,9.049500227E-1,1.066950083E0,9.952950478E0,1.005079799E1
1.432825977E0,9.319500327E-1,1.057950020E0,9.916950226E0,1.001667065E1
1.435291511E0,8.809500337E-1,1.108050108E0,9.904950142E0,1.000559270E1
1.437756741E0,8.740500212E-1,1.126950026E0,9.891000748E0,9.993291529E0
1.440222280E0,8.980500698E-1,1.077000022E0,9.940950394E0,1.003936839E1
1.442687818E0,9.240000248E-1,1.090950012E0,9.924000740E0,1.002645195E1
1.445153588E0,8.650500178E-1,1.134000063E0,9.936000824E0,1.003784738E1
1.447619131E0,8.839500546E-1,1.113000035E0,9.898050308E0,9.999576825E0
1.450084669E0,9.030000567E-1,1.077000022E0,9.919050217E0,1.001812834E1
1.452549977E0,9.439500570E-1,1.102950096E0,9.946050644E0,1.005144089E1
1.455015516E0,9.199500680E-1,1.062000036E0,9.936000824E0,1.003485249E1
1.457481058E0,8.839500546E-1,1.098000050E0,9.916950226E0,1.001662985E1
1.459946827E0,9.199500680E-1,1.089000106E0,9.924000740E0,1.002586755E1
1.462412058E0,9.220500588E-1,1.038000107E0,9.919050217E0,1.001574649E1
1.464877674E0,8.910000324E-1,1.086000085E0,9.916950226E0,1.001594624E1
1.467343212E0,9.030000567E-1,1.069950104E0,9.888000488E0,9.986628860E0
1.469808736E0,9.240000248E-1,1.065000057E0,9.888000488E0,9.988020566E0
1.472274506E0,9.199500680E-1,1.122000098E0,9.924000740E0,1.002950562E1
1.474739813E0,9.100500345E-1,1.110000014E0,9.891000748E0,9.994607891E0
1.477205583E0,9.600000381E-1,1.074000001E0,9.964950562E0,1.006853096E1
1.479671198E0,8.910000324E-1,1.120050073E0,9.907050133E0,1.000989688E1
1.482136952E0,9.240000248E-1,1.117050052E0,9.951000214E0,1.005604207E1
1.484602491E0,9.319500327E-1,1.090950012E0,9.928950310E0,1.003208638E1
1.487067798E0,9.270000458E-1,1.096050024E0,9.924000740E0,1.002728505E1
1.489533337E0,9.289500713E-1,1.156050086E0,9.943050385E0,1.005304188E1
1.491999106E0,9.100500345E-1,1.110000014E0,9.883950233E0,9.987630516E0
1.494464429E0,9.289500713E-1,1.072050095E0,9.915000916E0,1.001596140E1
1.496930198E0,9.340500236E-1,1.114950061E0,9.922050476E0,1.002809298E1
1.499395813E0,9.049500227E-1,1.129050016E0,9.900000572E0,1.000518365E1
1.501861352E0,8.959500194E-1,1.065000057E0,9.912000656E0,1.000923117E1
1.504326890E0,8.959500194E-1,1.072050095E0,9.852000237E0,9.950574180E0
1.506792039E0,9.079500437E-1,1.086000085E0,9.886050224E0,9.986879318E0
1.509257578E0,9.390000701E-1,1.098000050E0,9.907050133E0,1.001184137E1
1.511723116E0,9.340500236E-1,1.093950033E0,9.939000130E0,1.004255444E1
1.514188732E0,8.980500698E-1,1.089000106E0,9.912000656E0,1.001200141E1
1.516654501E0,9.049500227E-1,1.110000014E0,9.907050133E0,1.001002882E1
1.519119808E0,9.220500588E-1,1.090950012E0,1.000305080E1,1.010452243E1
1.521585655E0,9.100500345E-1,1.122000098E0,9.940950394E0,1.004537555E1
1.524051424E0,9.100500345E-1,1.125000000E0,9.892950058E0,9.998213686E0
1.526516732E0,9.150000215E-1,1.062000036E0,9.922050476E0,1.002058655E1
1.528982270E0,9.120000601E-1,1.053000093E0,9.912000656E0,1.000941109E1
1.531447727E0,9.409500360E-1,1.074000001E0,9.880950928E0,9.983589245E0
1.533913034E0,8.929500580E-1,1.086000085E0,9.939000130E0,1.003795196E1
1.536378496E0,8.860500455E-1,1.065000057E0,9.879000664E0,9.975668595E0
1.538843804E0,9.319500327E-1,1.098000050E0,9.934050560E0,1.003790294E1
1.541309342E0,9.030000567E-1,1.057950020E0,9.979050636E0,1.007552078E1
1.543774559E0,9.100500345E-1,1.081950068E0,9.904950142E0,1.000534079E1
1.546240328E0,9.270000458E-1,1.077000022E0,9.838050842E0,9.940146000E0
1.548705866E0,9.409500360E-1,1.065000057E0,9.879000664E0,9.980694676E0
1.551171097E0,9.439500570E-1,1.048050046E0,9.898050308E0,9.998042334E0
1.553636405E0,9.390000701E-1,1.110000014E0,9.888000488E0,9.994317126E0
1.556101650E0,9.319500327E-1,1.102950096E0,9.903000832E0,1.000771978E1
1.558567419E0,8.980500698E-1,1.060050011E0,9.943050385E0,1.003964396E1
1.561033034E0,8.980500698E-1,1.138950109E0,9.958050728E0,1.006312454E1
1.563498804E0,8.809500337E-1,1.090950012E0,9.948000908E0,1.004634097E1
1.565964342E0,9.360000491E-1,1.132050037E0,9.916950226E0,1.002514514E1
1.568429867E0,9.319500327E-1,1.089000106E0,9.855000496E0,9.958689014E0
1.570895174E0,9.529500604E-1,1.081950068E0,9.892950058E0,9.997459208E0
1.573360943E0,9.480000734E-1,1.090950012E0,9.910050392E0,1.001488766E1
1.575826482E0,8.959500194E-1,1.132050037E0,9.934050560E0,1.003840746E1
1.578292020E0,9.199500680E-1,1.093950033E0,9.940950394E0,1.004318324E1
1.580757583E0,8.959500194E-1,1.042950034E0,9.895050049E0,9.990119453E0
1.583222891E0,9.220500588E-1,1.120050073E0,9.903000832E0,1.000870191E1
1.585688352E0,9.049500227E-1,1.120050073E0,9.903000832E0,1.000714106E1
